Drone,Time,North,East,Altitude,Vx,Vy
3, 0.18, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.19, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.19, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.19, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.20, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.20, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.20, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.21, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.21, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.21, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.22, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.22, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.22, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.23, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.23, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.23, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.24, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.24, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.24, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.25, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.25, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.25, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.26, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.26, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.26, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.27, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.27, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.27, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.28, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.28, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.28, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.29, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.29, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.29, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.30, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.30, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.30, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.31, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.31, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.31, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.32, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.32, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.32, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.33, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.33, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.33, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.34, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.34, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.34, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.35, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.35, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.35, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.36, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.36, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.36, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.37, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.37, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.37, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.38, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.38, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.38, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.39, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.39, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.39, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.40, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.40, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.40, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.41, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.41, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.41, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.42, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.42, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.42, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.43, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.43, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.43, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.44, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.44, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.44, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.45, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.45, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.45, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.46, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.46, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.46, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.47, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.47, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.47, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.48, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.48, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.48, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.49, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.49, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.49, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.50, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.50, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.50, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.51, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.51, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.51, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.52, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.52, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.52, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.53, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.53, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.53, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.54, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.54, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.54, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.55, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.55, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.55, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.56, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.56, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.56, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.57, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.57, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.57, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.58, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.58, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.58, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.59, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.59, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.59, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.60, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.60, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.60, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.61, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.61, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.61, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.62, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.62, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.62, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.63, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.63, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.63, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.64, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.64, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.64, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.65, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.65, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.65, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.66, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.66, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.66, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.67, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.67, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.67, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.68, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.68, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.68, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.69, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.69, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.69, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.70, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.70, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.70, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.71, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.71, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.71, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.72, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.72, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.72, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.73, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.73, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.73, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.74, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.74, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.74, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.75, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.75, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.75, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.76, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.76, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.76, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.77, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.77, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.77, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.78, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.78, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.78, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.79, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.79, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.79, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.80, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.80, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.80, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.81, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.81, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.81, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.82, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.82, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.82, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.83, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.83, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.83, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.84, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.84, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.84, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.85, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.85, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.85, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.86, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.86, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.86, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.87, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.87, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.87, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.88, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.88, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.88, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.89, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.89, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.89, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.90, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.90, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.90, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.91, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.91, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.91, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.92, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.92, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.92, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.93, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.93, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.93, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.94, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.94, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.94, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.95, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.95, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.95, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.96, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.96, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.96, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.97, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.97, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.97, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.98, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.98, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.98, 149.88, 149.99, -0.00, -1.39, -0.12
1, 0.99, 150.00, 149.99, -0.00, 0.07, -0.21
2, 0.99, 150.00, 150.00, -0.00, 0.01, 0.15
3, 0.99, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.00, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.00, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.00, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.01, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.01, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.01, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.02, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.02, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.02, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.03, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.03, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.03, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.04, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.04, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.04, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.05, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.05, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.05, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.06, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.06, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.06, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.07, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.07, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.07, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.08, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.08, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.08, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.09, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.09, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.09, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.10, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.10, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.10, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.11, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.11, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.11, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.12, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.12, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.12, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.13, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.13, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.13, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.14, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.14, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.14, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.15, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.15, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.15, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.16, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.16, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.16, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.17, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.17, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.17, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.18, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.18, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.18, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.19, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.19, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.19, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.20, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.20, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.20, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.21, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.21, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.21, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.22, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.22, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.22, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.23, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.23, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.23, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.24, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.24, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.24, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.25, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.25, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.25, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.26, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.26, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.26, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.27, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.27, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.27, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.28, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.28, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.28, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.29, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.29, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.29, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.30, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.30, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.30, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.31, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.31, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.31, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.32, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.32, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.32, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.33, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.33, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.33, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.34, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.34, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.34, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.35, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.35, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.35, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.36, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.36, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.36, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.37, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.37, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.37, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.38, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.38, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.38, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.39, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.39, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.39, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.40, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.40, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.40, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.41, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.41, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.41, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.42, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.42, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.42, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.43, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.43, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.43, 149.88, 149.99, -0.00, -1.39, -0.12
1, 1.44, 150.00, 149.99, -0.00, 0.07, -0.21
2, 1.44, 150.00, 150.00, -0.00, 0.01, 0.15
3, 1.44, 149.88, 149.99, -0.00, -1.39, -0.12
