Drone,Time,North,East,Altitude,Vx,Vy
3, 0.15, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.16, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.16, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.16, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.17, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.17, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.17, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.18, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.18, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.18, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.19, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.19, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.19, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.20, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.20, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.20, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.21, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.21, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.21, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.22, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.22, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.22, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.23, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.23, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.23, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.24, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.24, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.24, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.25, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.25, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.25, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.26, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.26, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.26, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.27, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.27, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.27, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.28, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.28, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.28, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.29, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.29, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.29, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.30, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.30, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.30, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.31, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.31, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.31, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.32, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.32, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.32, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.33, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.33, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.33, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.34, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.34, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.34, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.35, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.35, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.35, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.36, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.36, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.36, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.37, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.37, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.37, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.38, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.38, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.38, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.39, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.39, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.39, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.40, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.40, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.40, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.41, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.41, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.41, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.42, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.42, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.42, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.43, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.43, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.43, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.44, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.44, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.44, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.45, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.45, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.45, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.46, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.46, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.46, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.47, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.47, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.47, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.48, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.48, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.48, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.49, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.49, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.49, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.50, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.50, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.50, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.51, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.51, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.51, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.52, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.52, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.52, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.53, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.53, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.53, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.54, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.54, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.54, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.55, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.55, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.55, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.56, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.56, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.56, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.57, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.57, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.57, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.58, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.58, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.58, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.59, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.59, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.59, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.60, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.60, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.60, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.61, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.61, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.61, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.62, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.62, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.62, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.63, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.63, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.63, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.64, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.64, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.64, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.65, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.65, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.65, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.66, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.66, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.66, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.67, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.67, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.67, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.68, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.68, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.68, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.69, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.69, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.69, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.70, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.70, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.70, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.71, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.71, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.71, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.72, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.72, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.72, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.73, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.73, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.73, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.74, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.74, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.74, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.75, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.75, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.75, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.76, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.76, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.76, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.77, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.77, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.77, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.78, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.78, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.78, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.79, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.79, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.79, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.80, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.80, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.80, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.81, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.81, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.81, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.82, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.82, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.82, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.83, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.83, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.83, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.84, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.84, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.84, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.85, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.85, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.85, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.86, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.86, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.86, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.87, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.87, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.87, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.88, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.88, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.88, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.89, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.89, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.89, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.90, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.90, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.90, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.91, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.91, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.91, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.92, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.92, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.92, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.93, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.93, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.93, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.94, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.94, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.94, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.95, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.95, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.95, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.96, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.96, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.96, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.97, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.97, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.97, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.98, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.98, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.98, 99.99, 149.98, -0.00, -0.34, -0.34
1, 0.99, 99.99, 150.00, -0.00, 0.22, 0.22
2, 0.99, 100.00, 150.01, -0.00, -0.18, -0.09
3, 0.99, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.00, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.00, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.00, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.01, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.01, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.01, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.02, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.02, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.02, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.03, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.03, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.03, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.04, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.04, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.04, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.05, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.05, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.05, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.06, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.06, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.06, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.07, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.07, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.07, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.08, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.08, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.08, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.09, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.09, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.09, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.10, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.10, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.10, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.11, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.11, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.11, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.12, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.12, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.12, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.13, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.13, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.13, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.14, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.14, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.14, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.15, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.15, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.15, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.16, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.16, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.16, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.17, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.17, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.17, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.18, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.18, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.18, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.19, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.19, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.19, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.20, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.20, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.20, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.21, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.21, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.21, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.22, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.22, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.22, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.23, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.23, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.23, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.24, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.24, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.24, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.25, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.25, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.25, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.26, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.26, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.26, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.27, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.27, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.27, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.28, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.28, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.28, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.29, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.29, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.29, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.30, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.30, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.30, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.31, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.31, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.31, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.32, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.32, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.32, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.33, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.33, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.33, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.34, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.34, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.34, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.35, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.35, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.35, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.36, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.36, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.36, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.37, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.37, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.37, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.38, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.38, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.38, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.39, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.39, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.39, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.40, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.40, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.40, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.41, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.41, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.41, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.42, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.42, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.42, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.43, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.43, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.43, 99.99, 149.98, -0.00, -0.34, -0.34
1, 1.44, 99.99, 150.00, -0.00, 0.22, 0.22
2, 1.44, 100.00, 150.01, -0.00, -0.18, -0.09
3, 1.44, 99.99, 149.98, -0.00, -0.34, -0.34
