Drone,Time,North,East,Altitude,Vx,Vy
1, 0.36, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.36, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.36, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.37, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.37, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.37, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.38, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.38, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.38, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.39, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.39, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.39, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.40, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.40, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.40, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.41, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.41, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.41, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.42, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.42, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.42, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.43, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.43, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.43, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.44, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.44, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.44, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.45, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.45, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.45, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.46, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.46, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.46, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.47, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.47, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.47, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.48, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.48, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.48, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.49, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.49, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.49, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.50, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.50, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.50, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.51, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.51, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.51, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.52, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.52, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.52, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.53, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.53, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.53, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.54, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.54, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.54, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.55, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.55, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.55, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.56, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.56, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.56, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.57, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.57, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.57, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.58, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.58, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.58, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.59, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.59, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.59, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.60, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.60, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.60, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.61, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.61, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.61, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.62, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.62, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.62, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.63, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.63, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.63, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.64, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.64, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.64, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.65, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.65, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.65, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.66, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.66, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.66, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.67, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.67, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.67, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.68, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.68, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.68, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.69, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.69, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.69, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.70, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.70, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.70, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.71, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.71, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.71, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.72, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.72, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.72, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.73, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.73, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.73, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.74, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.74, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.74, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.75, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.75, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.75, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.76, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.76, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.76, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.77, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.77, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.77, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.78, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.78, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.78, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.79, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.79, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.79, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.80, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.80, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.80, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.81, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.81, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.81, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.82, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.82, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.82, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.83, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.83, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.83, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.84, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.84, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.84, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.85, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.85, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.85, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.86, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.86, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.86, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.87, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.87, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.87, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.88, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.88, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.88, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.89, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.89, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.89, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.90, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.90, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.90, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.91, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.91, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.91, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.92, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.92, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.92, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.93, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.93, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.93, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.94, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.94, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.94, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.95, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.95, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.95, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.96, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.96, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.96, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.97, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.97, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.97, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.98, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.98, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.98, 200.00, 200.00, -0.00, -0.01, 0.08
1, 0.99, 200.11, 200.02, -0.00, 0.57, 0.09
2, 0.99, 200.00, 200.01, -0.00, 0.04, -0.02
3, 0.99, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.00, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.00, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.00, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.01, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.01, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.01, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.02, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.02, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.02, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.03, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.03, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.03, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.04, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.04, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.04, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.05, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.05, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.05, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.06, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.06, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.06, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.07, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.07, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.07, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.08, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.08, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.08, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.09, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.09, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.09, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.10, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.10, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.10, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.11, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.11, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.11, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.12, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.12, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.12, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.13, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.13, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.13, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.14, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.14, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.14, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.15, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.15, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.15, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.16, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.16, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.16, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.17, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.17, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.17, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.18, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.18, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.18, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.19, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.19, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.19, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.20, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.20, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.20, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.21, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.21, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.21, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.22, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.22, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.22, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.23, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.23, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.23, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.24, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.24, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.24, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.25, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.25, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.25, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.26, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.26, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.26, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.27, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.27, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.27, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.28, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.28, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.28, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.29, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.29, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.29, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.30, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.30, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.30, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.31, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.31, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.31, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.32, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.32, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.32, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.33, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.33, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.33, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.34, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.34, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.34, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.35, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.35, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.35, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.36, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.36, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.36, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.37, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.37, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.37, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.38, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.38, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.38, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.39, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.39, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.39, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.40, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.40, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.40, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.41, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.41, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.41, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.42, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.42, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.42, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.43, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.43, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.43, 200.00, 200.00, -0.00, -0.01, 0.08
1, 1.44, 200.11, 200.02, -0.00, 0.57, 0.09
2, 1.44, 200.00, 200.01, -0.00, 0.04, -0.02
3, 1.44, 200.00, 200.00, -0.00, -0.01, 0.08
