Drone,Time,North,East,Altitude,Vx,Vy
1, 0.00, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.00, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.00, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.00, NaN, NaN, NaN, NaN, NaN
5, 0.00, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.00, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.00, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.00, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.00, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.00, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.01, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.01, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.01, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.01, NaN, NaN, NaN, NaN, NaN
5, 0.01, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.01, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.01, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.01, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.01, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.01, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.02, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.02, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.02, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.02, NaN, NaN, NaN, NaN, NaN
5, 0.02, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.02, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.02, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.02, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.02, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.02, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.03, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.03, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.03, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.03, NaN, NaN, NaN, NaN, NaN
5, 0.03, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.03, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.03, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.03, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.03, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.03, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.04, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.04, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.04, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.04, NaN, NaN, NaN, NaN, NaN
5, 0.04, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.04, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.04, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.04, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.04, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.04, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.05, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.05, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.05, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.05, NaN, NaN, NaN, NaN, NaN
5, 0.05, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.05, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.05, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.05, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.05, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.05, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.06, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.06, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.06, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.06, NaN, NaN, NaN, NaN, NaN
5, 0.06, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.06, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.06, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.06, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.06, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.06, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.07, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.07, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.07, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.07, NaN, NaN, NaN, NaN, NaN
5, 0.07, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.07, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.07, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.07, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.07, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.07, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.08, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.08, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.08, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.08, NaN, NaN, NaN, NaN, NaN
5, 0.08, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.08, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.08, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.08, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.08, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.08, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.09, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.09, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.09, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.09, NaN, NaN, NaN, NaN, NaN
5, 0.09, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.09, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.09, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.09, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.09, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.09, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.10, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.10, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.10, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.10, NaN, NaN, NaN, NaN, NaN
5, 0.10, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.10, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.10, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.10, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.10, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.10, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.11, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.11, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.11, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.11, NaN, NaN, NaN, NaN, NaN
5, 0.11, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.11, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.11, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.11, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.11, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.11, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.12, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.12, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.12, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.12, NaN, NaN, NaN, NaN, NaN
5, 0.12, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.12, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.12, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.12, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.12, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.12, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.13, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.13, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.13, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.13, NaN, NaN, NaN, NaN, NaN
5, 0.13, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.13, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.13, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.13, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.13, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.13, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.14, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.14, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.14, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.14, NaN, NaN, NaN, NaN, NaN
5, 0.14, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.14, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.14, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.14, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.14, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.14, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.15, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.15, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.15, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.15, NaN, NaN, NaN, NaN, NaN
5, 0.15, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.15, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.15, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.15, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.15, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.15, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.16, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.16, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.16, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.16, NaN, NaN, NaN, NaN, NaN
5, 0.16, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.16, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.16, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.16, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.16, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.16, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.17, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.17, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.17, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.17, NaN, NaN, NaN, NaN, NaN
5, 0.17, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.17, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.17, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.17, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.17, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.17, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.18, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.18, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.18, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.18, NaN, NaN, NaN, NaN, NaN
5, 0.18, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.18, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.18, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.18, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.18, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.18, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.19, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.19, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.19, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.19, NaN, NaN, NaN, NaN, NaN
5, 0.19, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.19, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.19, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.19, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.19, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.19, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.20, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.20, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.20, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.20, NaN, NaN, NaN, NaN, NaN
5, 0.20, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.20, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.20, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.20, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.20, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.20, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.21, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.21, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.21, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.21, NaN, NaN, NaN, NaN, NaN
5, 0.21, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.21, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.21, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.21, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.21, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.21, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.22, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.22, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.22, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.22, NaN, NaN, NaN, NaN, NaN
5, 0.22, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.22, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.22, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.22, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.22, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.22, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.23, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.23, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.23, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.23, NaN, NaN, NaN, NaN, NaN
5, 0.23, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.23, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.23, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.23, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.23, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.23, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.24, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.24, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.24, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.24, NaN, NaN, NaN, NaN, NaN
5, 0.24, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.24, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.24, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.24, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.24, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.24, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.25, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.25, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.25, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.25, NaN, NaN, NaN, NaN, NaN
5, 0.25, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.25, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.25, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.25, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.25, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.25, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.26, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.26, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.26, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.26, NaN, NaN, NaN, NaN, NaN
5, 0.26, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.26, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.26, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.26, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.26, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.26, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.27, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.27, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.27, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.27, NaN, NaN, NaN, NaN, NaN
5, 0.27, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.27, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.27, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.27, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.27, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.27, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.28, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.28, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.28, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.28, NaN, NaN, NaN, NaN, NaN
5, 0.28, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.28, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.28, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.28, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.28, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.28, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.29, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.29, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.29, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.29, NaN, NaN, NaN, NaN, NaN
5, 0.29, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.29, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.29, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.29, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.29, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.29, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.30, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.30, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.30, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.30, NaN, NaN, NaN, NaN, NaN
5, 0.30, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.30, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.30, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.30, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.30, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.30, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.31, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.31, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.31, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.31, NaN, NaN, NaN, NaN, NaN
5, 0.31, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.31, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.31, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.31, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.31, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.31, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.32, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.32, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.32, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.32, NaN, NaN, NaN, NaN, NaN
5, 0.32, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.32, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.32, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.32, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.32, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.32, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.33, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.33, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.33, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.33, NaN, NaN, NaN, NaN, NaN
5, 0.33, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.33, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.33, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.33, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.33, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.33, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.34, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.34, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.34, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.34, NaN, NaN, NaN, NaN, NaN
5, 0.34, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.34, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.34, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.34, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.34, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.34, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.35, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.35, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.35, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.35, NaN, NaN, NaN, NaN, NaN
5, 0.35, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.35, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.35, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.35, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.35, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.35, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.36, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.36, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.36, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.36, NaN, NaN, NaN, NaN, NaN
5, 0.36, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.36, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.36, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.36, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.36, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.36, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.37, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.37, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.37, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.37, NaN, NaN, NaN, NaN, NaN
5, 0.37, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.37, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.37, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.37, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.37, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.37, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.38, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.38, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.38, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.38, NaN, NaN, NaN, NaN, NaN
5, 0.38, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.38, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.38, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.38, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.38, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.38, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.39, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.39, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.39, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.39, NaN, NaN, NaN, NaN, NaN
5, 0.39, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.39, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.39, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.39, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.39, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.39, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.40, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.40, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.40, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.40, NaN, NaN, NaN, NaN, NaN
5, 0.40, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.40, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.40, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.40, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.40, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.40, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.41, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.41, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.41, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.41, NaN, NaN, NaN, NaN, NaN
5, 0.41, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.41, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.41, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.41, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.41, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.41, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.42, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.42, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.42, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.42, NaN, NaN, NaN, NaN, NaN
5, 0.42, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.42, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.42, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.42, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.42, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.42, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.43, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.43, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.43, 300.10, 300.03, -0.00, 0.34, 0.14
4, 0.43, NaN, NaN, NaN, NaN, NaN
5, 0.43, 184.62, 89.58, -0.00, 0.82, 2.01
6, 0.43, 273.62, 306.50, -0.00, 3.24, 0.29
7, 0.43, 183.88, 247.56, -0.00, 4.53, 3.21
8, 0.43, 300.00, 300.00, -0.00, -0.37, 0.00
9, 0.43, 171.62, 132.12, -0.00, 2.83, 1.92
10, 0.43, 248.04, 249.58, -0.00, 0.32, 0.96
1, 0.44, 132.05, 66.84, -0.00, 0.68, 1.38
2, 0.44, 250.04, 299.11, -0.00, 2.48, 1.93
3, 0.44, 300.10, 300.03, -0.00, 0.34, 0.14
